# Wordlist

# DATA
ID	COGNACY	CONCEPT	COUNTERPART	IPA	DOCULECT	COGID	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	DUPLICATES	UPGMAID
720	40	dánta	dánta	dɐntɐ	Sanskrit	2173	d ɐ n t ɐ	1 7 4 1 7	AXMBZ	TENTE	15	15.T.C 15.E.V 15.N.c 15.T.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	129
721	40	dánta	danta	danta	Pali	2173	d a n t a	1 7 4 1 7	AXMBZ	TANTA	12	12.T.C 12.A.V 12.N.c 12.T.C 12.A.V	2.0 1.5 1.1 1.75 0.8	0	129
722	40	dánta	dā̃t	dɑːt	Hindi	89	d ɑː t	1 7 1	AXN	TAT	6	6.T.C 6.A.V 6.T.c	2.0 1.5 0.8	0	129
723	40	dánta	dānt	daːnt	Urdu	89	d aː n t	1 7 4 1	AXLN	TANT	18	18.T.C 18.A.V 18.N.c 18.T.c	2.0 1.5 1.1 0.8	0	129
724	40	dánta	dā̃t	dɑːt	Nepali	89	d ɑː t	1 7 1	AXN	TAT	10	10.T.C 10.A.V 10.T.c	2.0 1.5 0.8	0	129
725	40	dánta	dā̃t	dɑːt	Bhojpuri	2173	d ɑː t	1 7 1	AXN	TAT	3	3.T.C 3.A.V 3.T.c	2.0 1.5 0.8	0	129
726	40	dánta	dand	dənd	Punjabi	89	d ə n d	1 7 4 1	AXLN	TENT	13	13.T.C 13.E.V 13.N.c 13.T.c	2.0 1.5 1.1 0.8	0	129
727	40	dánta	ᶑanda	ᶑanda	Sindhi	89	ᶑ a n d a	0 7 4 1 7	AXMBZ	0ANTA	16	16.0.C 16.A.V 16.N.c 16.T.C 16.A.V	2.0 1.5 1.1 1.75 0.8	0	144
728	40	dánta	dā̃t	dɑːt	Gujarati	89	d ɑː t	1 7 1	AXN	TAT	5	5.T.C 5.A.V 5.T.c	2.0 1.5 0.8	0	129
729	40	dánta	dāt	dɑːt	Marathi	89	d ɑː t	1 7 1	AXN	TAT	9	9.T.C 9.A.V 9.T.c	2.0 1.5 0.8	0	129
730	40	dánta	dānta	dɑːnt	Konkani	89	d ɑː n t	1 7 4 1	AXLN	TANT	8	8.T.C 8.A.V 8.N.c 8.T.c	2.0 1.5 1.1 0.8	0	129
731	40	dánta	dãt	dãt	Assamese	89	d ã t	1 7 1	AXN	TAT	1	1.T.C 1.A.V 1.T.c	2.0 1.5 0.8	0	129
732	40	dánta	dãtô	dãt	Bengali	89	d ã t	1 7 1	AXN	TAT	2	2.T.C 2.A.V 2.T.c	2.0 1.5 0.8	0	129
733	40	dánta	dantô	dantɔ	Oriya	89	d a n t ɔ	1 7 4 1 7	AXMBZ	TANTU	11	11.T.C 11.A.V 11.N.c 11.T.C 11.U.V	2.0 1.5 1.1 1.75 0.8	0	129
734	40	dánta	None	None	Kashmiri	2173	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	135
735	40	dánta	data	data	Sinhalese	89	d a t a	1 7 1 7	AXBZ	TATA	17	17.T.C 17.A.V 17.T.C 17.A.V	2.0 1.5 1.75 0.8	0	129
736	40	dánta	dat̊	dæt̊	Dhivehi	89	d æ t̊	1 7 1	AXN	TET	4	4.T.C 4.E.V 4.T.c	2.0 1.5 0.8	0	129
737	40	dánta	dand	dənd	Romani	89	d ə n d	1 7 4 1	AXLN	TENT	14	14.T.C 14.E.V 14.N.c 14.T.c	2.0 1.5 1.1 0.8	0	129
#
235	13	dīrghá	dīrghá	diːɾɡʱ	Sanskrit	1162	d iː ɾ ɡʱ	1 7 5 1	AXLN	TIRK	15	15.T.C 15.I.V 15.R.c 15.K.c	2.0 1.5 1.1 0.8	0	145
236	13	dīrghá	dīgha	di:ɡʱa:	Pali	1170	d i: ɡʱ a:	1 7 1 7	AXBZ	TIKA	12	12.T.C 12.I.V 12.K.C 12.A.V	2.0 1.5 1.75 0.8	0	145
237	13	dīrghá	lambā	ləmbɑː	Hindi	49	l ə m b ɑː	5 7 4 1 7	AXMBZ	LEMPA	6	6.L.C 6.E.V 6.M.c 6.P.C 6.A.V	2.0 1.5 1.1 1.75 0.8	0	146
238	13	dīrghá	lambā	ləmbɑː	Urdu	49	l ə m b ɑː	5 7 4 1 7	AXMBZ	LEMPA	18	18.L.C 18.E.V 18.M.c 18.P.C 18.A.V	2.0 1.5 1.1 1.75 0.8	0	146
239	13	dīrghá	lāmo	lämo	Nepali	49	l ä m o	5 7 4 7	AXBZ	LAMU	10	10.L.C 10.A.V 10.M.C 10.U.V	2.0 1.5 1.75 0.8	0	147
240	13	dīrghá	lām	läm	Bhojpuri	1161	l ä m	5 7 4	AXN	LAM	3	3.L.C 3.A.V 3.M.c	2.0 1.5 0.8	0	147
241	13	dīrghá	lammā	ləmbɑː	Punjabi	49	l ə m b ɑː	5 7 4 1 7	AXMBZ	LEMPA	13	13.L.C 13.E.V 13.M.c 13.P.C 13.A.V	2.0 1.5 1.1 1.75 0.8	0	146
242	13	dīrghá	ḍigho	ᶑi:ɡʱo	Sindhi	191	ᶑ i: ɡʱ o	0 7 1 7	AXBZ	0IKU	16	16.0.C 16.I.V 16.K.C 16.U.V	2.0 1.5 1.75 0.8	0	145
243	13	dīrghá	lā̃bu	lā̃bu	Gujarati	49	l ā̃ b u	5 7 1 7	AXBZ	LAPY	5	5.L.C 5.A.V 5.P.C 5.Y.V	2.0 1.5 1.75 0.8	0	146
244	13	dīrghá	lāmba	ləmbɑː	Marathi	49	l ə m b ɑː	5 7 4 1 7	AXMBZ	LEMPA	9	9.L.C 9.E.V 9.M.c 9.P.C 9.A.V	2.0 1.5 1.1 1.75 0.8	0	146
245	13	dīrghá	lāmba,	ləmbɑː	Konkani	191	l ə m b ɑː	5 7 4 1 7	AXMBZ	LEMPA	8	8.L.C 8.E.V 8.M.c 8.P.C 8.A.V	2.0 1.5 1.1 1.75 0.8	0	146
246	13	dīrghá	dighol	digʱol	Assamese	191	d i gʱ o l	1 7 1 7 5	AXBYN	TIKUL	1	1.T.C 1.I.V 1.K.C 1.U.V 1.L.c	2.0 1.5 1.75 1.3 0.8	0	145
247	13	dīrghá	lômba	ɛlɔmba	Bengali	49	ɛ l ɔ m b a	7 5 7 4 1 7	XBYMBZ	ELUMPA	2	2.E.V 2.L.C 2.U.V 2.M.c 2.P.C 2.A.V	1.5 1.75 1.3 1.1 1.75 0.8	0	146
248	13	dīrghá	lômba,	ɛlɔmba	Oriya	49	ɛ l ɔ m b a	7 5 7 4 1 7	XBYMBZ	ELUMPA	11	11.E.V 11.L.C 11.U.V 11.M.c 11.P.C 11.A.V	1.5 1.75 1.3 1.1 1.75 0.8	0	146
249	13	dīrghá	zīṭh	ziīṭeɪʧ	Kashmiri	1166	z i ī ṭ eɪ ʧ	3 7 7 1 7 2	AXYBYN	SIITEC	7	7.S.C 7.I.V 7.I.V 7.T.C 7.E.V 7.C.c	2.0 1.5 1.3 1.75 1.3 0.8	0	151
250	13	dīrghá	diga	diga	Sinhalese	191	d i g a	1 7 1 7	AXBZ	TIKA	17	17.T.C 17.I.V 17.K.C 17.A.V	2.0 1.5 1.75 0.8	0	145
251	13	dīrghá	digu	diɡu	Dhivehi	191	d i ɡ u	1 7 1 7	AXBZ	TIKY	4	4.T.C 4.I.V 4.K.C 4.Y.V	2.0 1.5 1.75 0.8	0	145
252	13	dīrghá	lùngo	lùngo	Romani	-7	l ù n g o	5 7 4 1 7	AXMBZ	LYNKU	14	14.L.C 14.Y.V 14.N.c 14.K.C 14.U.V	2.0 1.5 1.1 1.75 0.8	0	158
#
828	46	gala,	gala,	ɡɐlɐ	Sanskrit	1311	ɡ ɐ l ɐ	1 7 5 7	AXBZ	KELE	15	15.K.C 15.E.V 15.L.C 15.E.V	2.0 1.5 1.75 0.8	0	173
829	46	gala,	gīva	ɡiːva	Pali	1309	ɡ iː v a	1 7 3 7	AXBZ	KIBA	12	12.K.C 12.I.V 12.B.C 12.A.V	2.0 1.5 1.75 0.8	0	170
830	46	gala,	gardan	ɡəɾdən	Hindi	56	ɡ ə ɾ d ə n	1 7 5 1 7 4	AXMBYN	KERTEN	6	6.K.C 6.E.V 6.R.c 6.T.C 6.E.V 6.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	161
831	46	gala,	gardan	ɡaɾdan	Urdu	56	ɡ a ɾ d a n	1 7 5 1 7 4	AXMBYN	KARTAN	18	18.K.C 18.A.V 18.R.c 18.T.C 18.A.V 18.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	161
832	46	gala,	gardan,	ɡəɾdən	Nepali	56	ɡ ə ɾ d ə n	1 7 5 1 7 4	AXMBYN	KERTEN	10	10.K.C 10.E.V 10.R.c 10.T.C 10.E.V 10.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	161
833	46	gala,	gardan	ɡəɾdən	Bhojpuri	1300	ɡ ə ɾ d ə n	1 7 5 1 7 4	AXMBYN	KERTEN	3	3.K.C 3.E.V 3.R.c 3.T.C 3.E.V 3.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	161
834	46	gala,	gardan	ɡəɾdən	Punjabi	56	ɡ ə ɾ d ə n	1 7 5 1 7 4	AXMBYN	KERTEN	13	13.K.C 13.E.V 13.R.c 13.T.C 13.E.V 13.N.c	2.0 1.5 1.1 1.75 1.3 0.8	0	161
835	46	gala,	ɠicī	ɠiciː	Sindhi	196	ɠ i c iː	1 7 1 7	AXBZ	KICI	16	16.K.C 16.I.V 16.C.C 16.I.V	2.0 1.5 1.75 0.8	0	174
836	46	gala,	gaḷũ	ɠaḷuː	Gujarati	258	ɠ a ḷ uː	1 7 5 7	AXBZ	KALY	5	5.K.C 5.A.V 5.L.C 5.Y.V	2.0 1.5 1.75 0.8	0	160
837	46	gala,	gaḷā	galaː	Marathi	229	g a l aː	1 7 5 7	AXBZ	KALA	9	9.K.C 9.A.V 9.L.C 9.A.V	2.0 1.5 1.75 0.8	0	160
838	46	gala,	gaḷo	None	Konkani	56	N o n e	0 7 4 7	AXBZ	0UNE	8	8.0.C 8.U.V 8.N.C 8.E.V	2.0 1.5 1.75 0.8	1	166
839	46	gala,	diṅi	diŋi	Assamese	56	d i ŋ i	1 7 4 7	AXBZ	TINI	1	1.T.C 1.I.V 1.N.C 1.I.V	2.0 1.5 1.75 0.8	0	159
840	46	gala,	gôla	ɡɔla	Bengali	56	ɡ ɔ l a	1 7 5 7	AXBZ	KULA	2	2.K.C 2.U.V 2.L.C 2.A.V	2.0 1.5 1.75 0.8	0	160
841	46	gala,	bekô	bekɔ	Oriya	674	b e k ɔ	1 7 1 7	AXBZ	PEKU	11	11.P.C 11.E.V 11.K.C 11.U.V	2.0 1.5 1.75 0.8	0	169
842	46	gala,	None	None	Kashmiri	1304	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	165
843	46	gala,	bella	bella	Sinhalese	312	b e ll a	1 7 5 7	AXBZ	PELA	17	17.P.C 17.E.V 17.L.C 17.A.V	2.0 1.5 1.75 0.8	0	175
844	46	gala,	karu	karu	Dhivehi	413	k a r u	1 7 5 7	AXBZ	KARY	4	4.K.C 4.A.V 4.R.C 4.Y.V	2.0 1.5 1.75 0.8	0	160
845	46	gala,	korr	kʰɔrː	Romani	599	kʰ ɔ rː	1 7 5	AXN	KUR	14	14.K.C 14.U.V 14.R.c	2.0 1.5 0.8	0	172
#
1133	63	girí,	girí,	ɡiɾí	Sanskrit	1250	ɡ i ɾ í	1 7 5 7	AXBZ	KIRI	15	15.K.C 15.I.V 15.R.C 15.I.V	2.0 1.5 1.75 0.8	0	190
1134	63	girí,	pabbata,	pabbata	Pali	1248	p a bb a t a	1 7 1 7 1 7	AXBYBZ	PAPATA	12	12.P.C 12.A.V 12.P.C 12.A.V 12.T.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	0	187
1135	63	girí,	pahāṛ	pəɦɑːɽ	Hindi	53	p ə ɦ ɑː ɽ	1 7 3 7 5	AXBYN	PEHAR	6	6.P.C 6.E.V 6.H.C 6.A.V 6.R.c	2.0 1.5 1.75 1.3 0.8	0	176
1136	63	girí,	pahāṛ	pəɦɑːɽ	Urdu	53	p ə ɦ ɑː ɽ	1 7 3 7 5	AXBYN	PEHAR	18	18.P.C 18.E.V 18.H.C 18.A.V 18.R.c	2.0 1.5 1.75 1.3 0.8	0	176
1137	63	girí,	pahāḍ	päːɽ	Nepali	53	p äː ɽ	1 7 5	AXN	PAR	10	10.P.C 10.A.V 10.R.c	2.0 1.5 0.8	0	180
1138	63	girí,	pahāṛ	pəɦɑːɽ	Bhojpuri	1240	p ə ɦ ɑː ɽ	1 7 3 7 5	AXBYN	PEHAR	3	3.P.C 3.E.V 3.H.C 3.A.V 3.R.c	2.0 1.5 1.75 1.3 0.8	0	176
1139	63	girí,	pahāṛ	pəɦɑːɽ	Punjabi	53	p ə ɦ ɑː ɽ	1 7 3 7 5	AXBYN	PEHAR	13	13.P.C 13.E.V 13.H.C 13.A.V 13.R.c	2.0 1.5 1.75 1.3 0.8	0	176
1140	63	girí,	jabalu	dʒabal	Sindhi	53	d ʒ a b a l	1 3 7 1 7 5	ACXBYN	TSAPAL	16	16.T.C 16.S.C 16.A.V 16.P.C 16.A.V 16.L.c	2.0 1.5 1.5 1.75 1.3 0.8	0	191
1141	63	girí,	parvat	parvat	Gujarati	53	p a r v a t	1 7 5 3 7 1	AXMBYN	PARBAT	5	5.P.C 5.A.V 5.R.c 5.B.C 5.A.V 5.T.c	2.0 1.5 1.1 1.75 1.3 0.8	0	180
1142	63	girí,	ḍoṅgar	ɖoɽgar	Marathi	53	ɖ o ɽ g a r	1 7 5 1 7 5	AXMBYN	TURKAR	9	9.T.C 9.U.V 9.R.c 9.K.C 9.A.V 9.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	183
1143	63	girí,	doṅgar	ɖoɽgar	Konkani	-6	ɖ o ɽ g a r	1 7 5 1 7 5	AXMBYN	TURKAR	8	8.T.C 8.U.V 8.R.c 8.K.C 8.A.V 8.R.c	2.0 1.5 1.1 1.75 1.3 0.8	0	183
1144	63	girí,	pahar	paɦaɹ	Assamese	53	p a ɦ a ɹ	1 7 3 7 5	AXBYN	PAHAR	1	1.P.C 1.A.V 1.H.C 1.A.V 1.R.c	2.0 1.5 1.75 1.3 0.8	0	176
1145	63	girí,	pahaṛ	pahaɽ	Bengali	53	p a h a ɽ	1 7 3 7 5	AXBYN	PAHAR	2	2.P.C 2.A.V 2.H.C 2.A.V 2.R.c	2.0 1.5 1.75 1.3 0.8	0	176
1146	63	girí,	pôhaṛô,	pɔhaɽɔ	Oriya	-9	p ɔ h a ɽ ɔ	1 7 3 7 5 7	AXBYBZ	PUHARU	11	11.P.C 11.U.V 11.H.C 11.A.V 11.R.C 11.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	176
1147	63	girí,	None	None	Kashmiri	1244	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	182
1148	63	girí,	kanda,	kanda	Sinhalese	-4	k a n d a	1 7 4 1 7	AXMBZ	KANTA	17	17.K.C 17.A.V 17.N.c 17.T.C 17.A.V	2.0 1.5 1.1 1.75 0.8	0	192
1149	63	girí,	farubada	None	Dhivehi	-2	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	179
1150	63	girí,	plaj	None	Romani	-8	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	189
#
1169	65	harit,	harit,	ɦɐɾit	Sanskrit	812	ɦ ɐ ɾ i t	3 7 5 7 1	AXBYN	HERIT	15	15.H.C 15.E.V 15.R.C 15.I.V 15.T.c	2.0 1.5 1.75 1.3 0.8	0	204
1170	65	harit,	hari	aɾi	Pali	805	a ɾ i	7 5 7	XBZ	ARI	12	12.A.V 12.R.C 12.I.V	1.5 1.75 0.8	0	204
1171	65	harit,	harā	ɦəˈɾaː	Hindi	35	ɦ ə ˈɾ aː	3 7 5 7	AXBZ	HERA	6	6.H.C 6.E.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	0	198
1172	65	harit,	sabz	sabz	Urdu	35	s a b z	3 7 1 3	AXBC	SAPS	18	18.S.C 18.A.V 18.P.C 18.S.C	2.0 1.5 1.75 1.5	0	194
1173	65	harit,	hariyo	ɦʌɾijo	Nepali	35	ɦ ʌ ɾ i j o	3 7 5 7 6 7	AXBYBZ	HERIJU	10	10.H.C 10.E.V 10.R.C 10.I.V 10.J.C 10.U.V	2.0 1.5 1.75 1.3 1.75 0.8	0	198
1174	65	harit,	harīyar	None	Bhojpuri	801	N o n e	0 7 4 7	AXBZ	0UNE	3	3.0.C 3.U.V 3.N.C 3.E.V	2.0 1.5 1.75 0.8	1	195
1175	65	harit,	harā	haraː	Punjabi	35	h a r aː	3 7 5 7	AXBZ	HARA	13	13.H.C 13.A.V 13.R.C 13.A.V	2.0 1.5 1.75 0.8	0	198
1176	65	harit,	sāo	saːo	Sindhi	160	s aːo	3 7	AX	SA	16	16.S.C 16.A.V	2.0 1.5	0	208
1177	65	harit,	līlo	liːlo	Gujarati	253	l iː l o	5 7 5 7	AXBZ	LILU	5	5.L.C 5.I.V 5.L.C 5.U.V	2.0 1.5 1.75 0.8	0	197
1178	65	harit,	hirve	hirve	Marathi	35	h i r v e	3 7 5 3 7	AXMBZ	HIRBE	9	9.H.C 9.I.V 9.R.c 9.B.C 9.E.V	2.0 1.5 1.1 1.75 0.8	0	198
1179	65	harit,	pācvoẽ	paːcvoẽ	Konkani	612	p aː c v oẽ	1 7 1 3 7	AXBCZ	PACBU	8	8.P.C 8.A.V 8.C.C 8.B.C 8.U.V	2.0 1.5 1.75 1.5 0.8	0	200
1180	65	harit,	xeuzia	xɛuzia	Assamese	-2	x ɛu z ia	3 7 3 7	AXBZ	GESI	1	1.G.C 1.E.V 1.S.C 1.I.V	2.0 1.5 1.75 0.8	0	193
1181	65	harit,	śôbuj	sɔbudʒ	Bengali	-5	s ɔ b u d ʒ	3 7 1 7 1 3	AXBYBC	SUPYTS	2	2.S.C 2.U.V 2.P.C 2.Y.V 2.T.C 2.S.C	2.0 1.5 1.75 1.3 1.75 1.5	0	194
1182	65	harit,	sôbujô,	sɔbudʒɔ	Oriya	-4	s ɔ b u d ʒ ɔ	3 7 1 7 1 3 7	AXBYBCZ	SUPYTSU	11	11.S.C 11.U.V 11.P.C 11.Y.V 11.T.C 11.S.C 11.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	0	194
1183	65	harit,	None	None	Kashmiri	806	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	199
1184	65	harit,	koḷa	None	Sinhalese	404	N o n e	0 7 4 7	AXBZ	0UNE	17	17.0.C 17.U.V 17.N.C 17.E.V	2.0 1.5 1.75 0.8	1	209
1185	65	harit,	fehikulaige	None	Dhivehi	534	N o n e	0 7 4 7	AXBZ	0UNE	4	4.0.C 4.U.V 4.N.C 4.E.V	2.0 1.5 1.75 0.8	1	196
1186	65	harit,	zèleno	None	Romani	-6	N o n e	0 7 4 7	AXBZ	0UNE	14	14.0.C 14.U.V 14.N.C 14.E.V	2.0 1.5 1.75 0.8	1	206
#
792	44	hásta,	hásta,	ɦɐstɐ	Sanskrit	841	ɦ ɐ s t ɐ	3 7 3 1 7	AXMBZ	HESTE	15	15.H.C 15.E.V 15.S.c 15.T.C 15.E.V	2.0 1.5 1.1 1.75 0.8	0	213
793	44	hásta,	hattha	None	Pali	842	N o n e	0 7 4 7	AXBZ	0UNE	12	12.0.C 12.U.V 12.N.C 12.E.V	2.0 1.5 1.75 0.8	1	221
794	44	hásta,	hāth	ɦɑːtʰ	Hindi	37	ɦ ɑː tʰ	3 7 1	AXN	HAT	6	6.H.C 6.A.V 6.T.c	2.0 1.5 0.8	0	213
795	44	hásta,	hāth	ɦɑːtʰ	Urdu	37	ɦ ɑː tʰ	3 7 1	AXN	HAT	18	18.H.C 18.A.V 18.T.c	2.0 1.5 0.8	0	213
796	44	hásta,	hāt	ɦat	Nepali	37	ɦ a t	3 7 1	AXN	HAT	10	10.H.C 10.A.V 10.T.c	2.0 1.5 0.8	0	213
797	44	hásta,	hāth	ɦɑːtʰ	Bhojpuri	839	ɦ ɑː tʰ	3 7 1	AXN	HAT	3	3.H.C 3.A.V 3.T.c	2.0 1.5 0.8	0	213
798	44	hásta,	hattha	ɦətːʰə	Punjabi	37	ɦ ə tːʰ ə	3 7 1 7	AXBZ	HETE	13	13.H.C 13.E.V 13.T.C 13.E.V	2.0 1.5 1.75 0.8	0	213
799	44	hásta,	hatha	ɦɑtʰə	Sindhi	37	ɦ ɑ tʰ ə	3 7 1 7	AXBZ	HATE	16	16.H.C 16.A.V 16.T.C 16.E.V	2.0 1.5 1.75 0.8	0	213
800	44	hásta,	hāth	ɦɑːtʰ	Gujarati	37	ɦ ɑː tʰ	3 7 1	AXN	HAT	5	5.H.C 5.A.V 5.T.c	2.0 1.5 0.8	0	213
801	44	hásta,	hāt	ɦat	Marathi	37	ɦ a t	3 7 1	AXN	HAT	9	9.H.C 9.A.V 9.T.c	2.0 1.5 0.8	0	213
802	44	hásta,	hāt	ɦat	Konkani	37	ɦ a t	3 7 1	AXN	HAT	8	8.H.C 8.A.V 8.T.c	2.0 1.5 0.8	0	213
803	44	hásta,	hat	ɦat	Assamese	37	ɦ a t	3 7 1	AXN	HAT	1	1.H.C 1.A.V 1.T.c	2.0 1.5 0.8	0	213
804	44	hásta,	hat	ɦat	Bengali	37	ɦ a t	3 7 1	AXN	HAT	2	2.H.C 2.A.V 2.T.c	2.0 1.5 0.8	0	213
805	44	hásta,	hatô	hatɔ	Oriya	37	h a t ɔ	3 7 1 7	AXBZ	HATU	11	11.H.C 11.A.V 11.T.C 11.U.V	2.0 1.5 1.75 0.8	0	213
806	44	hásta,	None	None	Kashmiri	839	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	216
807	44	hásta,	ata	ata	Sinhalese	37	a t a	7 1 7	XBZ	ATA	17	17.A.V 17.T.C 17.A.V	1.5 1.75 0.8	0	226
808	44	hásta,	at̊	æt̊	Dhivehi	37	æ t̊	7 1	XN	ET	4	4.E.V 4.T.c	1.5 0.8	0	213
809	44	hásta,	vast	vɑːst	Romani	37	v ɑː s t	3 7 3 1	AXLN	BAST	14	14.B.C 14.A.V 14.S.c 14.T.c	2.0 1.5 1.1 0.8	0	223
#
864	48	hṛ́daya	hṛ́daya	ɦɾɪdəj	Sanskrit	882	ɦ ɾ ɪ d ə j	3 5 7 1 7 6	ACXBYN	HRITEJ	15	15.H.C 15.R.C 15.I.V 15.T.C 15.E.V 15.J.c	2.0 1.5 1.5 1.75 1.3 0.8	0	228
865	48	hṛ́daya	hadaya	ɦrɪdəj	Pali	884	ɦ r ɪ d ə j	3 5 7 1 7 6	ACXBYN	HRITEJ	12	12.H.C 12.R.C 12.I.V 12.T.C 12.E.V 12.J.c	2.0 1.5 1.5 1.75 1.3 0.8	0	228
866	48	hṛ́daya	dil	dɪl	Hindi	-3	d ɪ l	1 7 5	AXN	TIL	6	6.T.C 6.I.V 6.L.c	2.0 1.5 0.8	0	232
867	48	hṛ́daya	dil	dalla	Urdu	-3	d a ll a	1 7 5 7	AXBZ	TALA	18	18.T.C 18.A.V 18.L.C 18.A.V	2.0 1.5 1.75 0.8	0	232
868	48	hṛ́daya	muṭu,	muʈu	Nepali	365	m u ʈ u	4 7 1 7	AXBZ	MYTY	10	10.M.C 10.Y.V 10.T.C 10.Y.V	2.0 1.5 1.75 0.8	0	236
869	48	hṛ́daya	hīv,	h:iv	Bhojpuri	876	h: i v	3 7 3	AXN	HIB	3	3.H.C 3.I.V 3.B.c	2.0 1.5 0.8	0	227
870	48	hṛ́daya	dil	dɪl	Punjabi	-2	d ɪ l	1 7 5	AXN	TIL	13	13.T.C 13.I.V 13.L.c	2.0 1.5 0.8	0	232
871	48	hṛ́daya	dil	dalla	Sindhi	161	d a ll a	1 7 5 7	AXBZ	TALA	16	16.T.C 16.A.V 16.L.C 16.A.V	2.0 1.5 1.75 0.8	0	242
872	48	hṛ́daya	hṛdya	ɦɾɪdəj	Gujarati	-2	ɦ ɾ ɪ d ə j	3 5 7 1 7 6	ACXBYN	HRITEJ	5	5.H.C 5.R.C 5.I.V 5.T.C 5.E.V 5.J.c	2.0 1.5 1.5 1.75 1.3 0.8	0	228
873	48	hṛ́daya	hruday	ɦɾɪdəj	Marathi	-6	ɦ ɾ ɪ d ə j	3 5 7 1 7 6	ACXBYN	HRITEJ	9	9.H.C 9.R.C 9.I.V 9.T.C 9.E.V 9.J.c	2.0 1.5 1.5 1.75 1.3 0.8	0	228
874	48	hṛ́daya	haḍḍẽ	haḍḍẽ	Konkani	143	h a ḍḍ ẽ	3 7 1 7	AXBZ	HATE	8	8.H.C 8.A.V 8.T.C 8.E.V	2.0 1.5 1.75 0.8	0	234
875	48	hṛ́daya	hia,	ɦia	Assamese	161	ɦ ia	3 7	AX	HI	1	1.H.C 1.I.V	2.0 1.5	0	227
876	48	hṛ́daya	hridôẏ	ɦɾɪdɔj	Bengali	-6	ɦ ɾ ɪ d ɔ j	3 5 7 1 7 6	ACXBYN	HRITUJ	2	2.H.C 2.R.C 2.I.V 2.T.C 2.U.V 2.J.c	2.0 1.5 1.5 1.75 1.3 0.8	0	228
877	48	hṛ́daya	hrudôyô	ɦrudɔjɔ	Oriya	-5	ɦ r u d ɔ j ɔ	3 5 7 1 7 6 7	ACXBYBZ	HRYTUJU	11	11.H.C 11.R.C 11.Y.V 11.T.C 11.U.V 11.J.C 11.U.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	0	228
878	48	hṛ́daya	None	None	Kashmiri	880	N o n e	0 7 4 7	AXBZ	0UNE	7	7.0.C 7.U.V 7.N.C 7.E.V	2.0 1.5 1.75 0.8	1	233
879	48	hṛ́daya	hadawata,	hadawata	Sinhalese	161	h a d a w a t a	3 7 1 7 6 7 1 7	AXBYBYBZ	HATAWATA	17	17.H.C 17.A.V 17.T.C 17.A.V 17.W.C 17.A.V 17.T.C 17.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	0	243
880	48	hṛ́daya	hit̊	hijʔ	Dhivehi	161	h i j ʔ	3 7 6 1	AXLN	HIJH	4	4.H.C 4.I.V 4.J.c 4.H.c	2.0 1.5 1.1 0.8	0	230
881	48	hṛ́daya	ilo	ˈʔilo	Romani	161	ˈʔ i l o	1 7 5 7	AXBZ	HILU	14	14.H.C 14.I.V 14.L.C 14.U.V	2.0 1.5 1.75 0.8	0	240
#
55	3	idám	idám	idɐm	Sanskrit	2121	i d ɐ m	7 1 7 4	XBYN	ITEM	15	15.I.V 15.T.C 15.E.V 15.M.c	1.5 1.75 1.3 0.8	0	255
56	3	idám	ayaṃ,	ayaṃ	Pali	2119	aya ṃ	7 4	XN	AM	12	12.A.V 12.M.c	1.5 0.8	0	255
57	3	idám	yah	jəɦ	Hindi	86	j ə ɦ	6 7 3	AXN	JEH	6	6.J.C 6.E.V 6.H.c	2.0 1.5 0.8	0	249
58	3	idám	yeh	jɛ	Urdu	86	j ɛ	6 7	AX	JE	18	18.J.C 18.E.V	2.0 1.5	0	249
59	3	idám	yo	jo	Nepali	86	j o	6 7	AX	JU	10	10.J.C 10.U.V	2.0 1.5	0	251
